X,Y,OBJECTID,GCOMPID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,PIPECO,COMPID,OPERATOR,POSREL,NUM_UNITS,CERT_HP,PLANT_COST,EXP_FUEL,EXP_OTHER,GAS_COMPRE,OP_COMP_HR,OP_NUM_COM,OP_DATE_PE,EXP_POWER,ELEC_COMPR
-78.772445,41.057123,1,GCOMP1,HELVETIA,.25 MILES EAST OF DELARME RD & KRINER LN,NOT AVAILABLE,LUTHERSBURG,PA,15848,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CLEARFIELD,42033,USA,41.057123,-78.772445,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-24T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,1,330,372782,17864,62170,7240,3426,1,2012-06-01T00:00:00.000Z,0,0
-75.672182,41.172478,2,GCOMP10,NO. 515 BEAR CREEK,0.2 MILES SOUTHEAST OF HWY 115 & BLUEBERRY LANE,NOT AVAILABLE,BEAR CREEK,PA,18602,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LUZERNE,42079,USA,41.172478,-75.672182,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-08-25T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,6,32000,30777444,1283985,2013445,426144,8119,6,2012-11-07T00:00:00.000Z,0,0
-83.142679528999963,34.151551066000025,3,GCOMP100,NO. 130 COMER,117 WINNS LAKE RD.,NOT AVAILABLE,COMER,GA,30629,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MADISON,13195,USA,34.151551066,-83.142679529,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-08-25T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,18,59290,46543043,7468983,4192360,2825079,96736,18,2013-01-26T00:00:00.000Z,11834,-999
-99.052273971999966,38.584358049000052,4,GCOMP1000,583 OTIS,COUNTY ROAD 390,S11-T17S-R16W,OTIS,KS,67565,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RUSH,20165,USA,38.584358049,-99.052273972,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015-09-09T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,1,2400,3933939,380293,153920,146889,8510,1,2012-06-03T00:00:00.000Z,0,0
-108.311926251,40.95055733700007,5,GCOMP1001,COLORADO - SKULL CREEK DEW POINT PLANT,COUNTY ROAD 4,SW SE SEC 32 T12N R97W,MAYBELL,CO,81640,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MOFFAT,08081,USA,40.950557337,-108.311926251,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-11T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.questarpipeline.com/,QUESTAR PIPELINE COMPANY,55,QUESTAR PIPELINE COMPANY,WITHIN 40 FEET,1,100,950473,84436,375595,32497,7002,1,2012-12-23T00:00:00.000Z,0,0
-102.182431,37.114997,6,GCOMP1002,FLANK,COUNTY ROAD K & COUNTY ROAD H,NOT AVAILABLE,CAMPO,CO,81029,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BACA,08009,USA,37.114997,-102.182431,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-19T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,6,7250,13773635,244467,543787,94172,13753,2,2012-08-12T00:00:00.000Z,0,0
-102.993106,39.890189,7,GCOMP1003,NIOBRARA,COUNTY ROAD QQ & HWY 22,NOT AVAILABLE,AKRON,CO,80720,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WASHINGTON,08121,USA,39.890189,-102.993106,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-16T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,1,1800,462263,152796,226165,58250,8432,1,2012-12-29T00:00:00.000Z,0,0
-110.7901527399999,41.823104066000035,8,GCOMP1004,KEMMERER,CR 300,"SW1/4,S2,SE1/4,S3,T32N,R118W",KEMMERER,WY,83101,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LINCOLN,56023,USA,41.823104066,-110.79015274,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-14T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,5,11200,20512700,373112,530467,134951,13805,3,2012-01-17T00:00:00.000Z,0,0
-89.874112,37.358275,9,GCOMP1005,STATION 309 - MARBLE HILL,CR-324/MO-34,CORNER OF CR-324 AND MO-34,MARBLE HILL,MO,63764,9417,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BOLLINGER,29017,USA,37.358275,-89.874112,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-16T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.kindermorgan.com/,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,26,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,WITHIN 40 FEET,9,29650,13028482,0,0,1187001,48633,8,2012-02-13T00:00:00.000Z,0,0
-102.748944,32.971281,10,GCOMP1006,PLAINS,CR-355,CORNER OF CR-355 AND LIGHT PLANT RD,DENVER CITY,TX,79323,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,YOAKUM,48501,USA,32.971281,-102.748944,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-15T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,1,3546,6871877,331291,195347,118930,3914,1,2012-01-01T00:00:00.000Z,13454,183460
-107.974466103999987,40.978269741000069,11,GCOMP1007,SNAKE RIVER,CR-4,SEC 20 29 T12N R94W,CRAIG,CO,81625,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MOFFAT,08081,USA,40.978269741,-107.974466104,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-08-14T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"WYOMING INTERSTATE COMPANY, L.L.C.",76,"WYOMING INTERSTATE COMPANY, L.L.C.",WITHIN 40 FEET,2,13664,32518994,884854,283223,356072,4659,1,2012-02-17T00:00:00.000Z,0,0
-107.974271852999962,40.977975095000033,12,GCOMP1008,R28184002/102 AT BIG HOLE,CR-4/WEST OF CO-192N,NOT AVAILABLE,CRAIG,CO,81625,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MOFFAT,08081,USA,40.977975095,-107.974271853,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-11T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.tallgrassenergylp.com/,ROCKIES EXPRESS PIPELINE LLC,575,ROCKIES EXPRESS PIPELINE LLC,WITHIN 40 FEET,2,17683,37403559,0,0,385965,3288,1,2012-12-19T00:00:00.000Z,0,0
-103.050957,31.450579,13,GCOMP1009,LONE STAR VALERO PECOS,CR-4290,NOT AVAILABLE,MONAHANS,TX,79756,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WARD,48475,USA,31.450579,-103.050957,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-08-24T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,2,2200,5006439,246,126093,105,2,1,2012-07-12T00:00:00.000Z,0,0
-96.37578775299994,40.746806793000069,14,GCOMP101,PALMYRA,1170 NORTH 10TH ROAD,NOT AVAILABLE,PALMYRA,NE,68418,4031,NATURAL GAS COMPRESSOR STATION,IN SERVICE,OTOE,31131,USA,40.746806793,-96.375787753,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-15T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,12,31755,30495384,3006871,2371092,1057026,39465,7,2012-11-12T00:00:00.000Z,101678,1342272
-97.297189,28.320878,15,GCOMP1010,NO. 20 REFUGIO,CROCKETT RD/W HOUSTON,NOT AVAILABLE,REFUGIO,TX,78377,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,REFUGIO,48391,USA,28.320878,-97.297189,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-08-25T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,5,8320,4401889,0,0,0,0,0,,0,0
-78.421508788999986,39.725891113000031,16,GCOMP1011,ARTEMAS #1,CROOKED RUN RD. & ARTEMAS RD.,NOT AVAILABLE,ARTEMAS,PA,17211,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BEDFORD,42009,USA,39.725891113,-78.421508789,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-30T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,2,4000,12011885,251237,648351,83734,6076,2,2012-09-13T00:00:00.000Z,39695,-999
-78.421636898999949,39.725820957000046,17,GCOMP1012,ARTEMAS #2,CROOKED RUN RD. & ARTEMAS RD.,NOT AVAILABLE,ARTEMAS,PA,17211,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BEDFORD,42009,USA,39.7258209570001,-78.421636899,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-29T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,3,3670,2618898,0,0,0,0,0,,0,0
-112.754677,35.288728,18,GCOMP1013,SELIGMAN,CROOKTON RD,(9 MI EAST OF SELIGMAN),SELIGMAN,AZ,86337,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,YAVAPAI,04025,USA,35.288728,-112.754677,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-21T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,https://pipeportal.kindermorgan.com/,"EL PASO NATURAL GAS COMPANY, L.L.C.",33,"EL PASO NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,2,22110,21085979,493010,182088,192699,2563,2,2015-02-18T00:00:00.000Z,0,0
-109.199611479999973,40.682806852000049,19,GCOMP1014,DIAMOND MTN/VERNAL,CRUSE CANYON RD/EAST OF MAIL DRAW RD,"NEAR VERNAL, REMOTE",VERNAL,UT,84078,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,UINTAH,49047,USA,40.682806852,-109.19961148,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015-08-14T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"WYOMING INTERSTATE COMPANY, L.L.C.",76,"WYOMING INTERSTATE COMPANY, L.L.C.",WITHIN 40 FEET,2,18524,30585198,1441848,417931,556575,10583,1,2012-12-26T00:00:00.000Z,0,0
-91.514908,35.344091,20,GCOMP1015,RUSSELL COMPRESSOR STA.,CURTIS DAVIS RD AND US-67,NOT AVAILABLE,BALD KNOB,AR,72010,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WHITE,05145,USA,35.344091,-91.514908,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015-09-18T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://feptransfer.energytransfer.com/,FAYETTEVILLE EXPRESS PIPELINE LLC,63,FAYETTEVILLE EXPRESS PIPELINE LLC,WITHIN 40 FEET,10,71465,135877894,3504421,698612,1272671,32910,5,2012-03-21T00:00:00.000Z,0,0
-90.36861,29.58778,21,GCOMP1016,LAROSE,"DELTA FARM RD (HWY 657 E),",NOT AVAILABLE,LAROSE,LA,70373,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LAFOURCHE,22057,USA,29.58778,-90.36861,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-01T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,1,19800,10054471,0,0,0,0,0,,22796,65920
-93.051668103999987,32.296049490000023,22,GCOMP1017,BIENVILLE,DIVIDE RD/ PAR RD 719,NOT AVAILABLE,CASTOR,LA,71016,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BIENVILLE,22013,USA,32.29604949,-93.051668104,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-18T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://tigertransfer.energytransfer.com/,"ETC TIGER PIPELINE, LLC",63,"ETC TIGER PIPELINE, LLC",WITHIN 40 FEET,7,50370,92545426,4897110,2147653,1809304,33372,6,2012-01-06T00:00:00.000Z,0,0
-94.687209004999943,41.657320518000063,23,GCOMP1018,GUTHRIE CENTER,DOGWOOD AVE,NORTH OF 250TH ST,ADAIR,IA,50002,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GUTHRIE,19077,USA,41.657320518,-94.687209005,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-15T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,1,5667,9902335,270671,91042,91032,1712,1,2012-01-19T00:00:00.000Z,2049,106400
-80.508486,39.065107,24,GCOMP1019,KEITH FORK,DUTCH HOLLOW & CHERRY RIDGE RD,.5 MILES NE OF KEITH FORK RD AND US 119,WALDECK,WV,26452,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,LEWIS,54041,USA,39.065107,-80.508486,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015-10-28T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,2,2530,6818617,252582,344284,89978,10967,2,2012-10-02T00:00:00.000Z,0,0
-94.844123134999975,32.518251265000053,25,GCOMP102,WHITE OAK ELECTRIC,1182 E OLD HWY 80,NOT AVAILABLE,LONGVIEW,TX,75604,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREGG,48183,USA,32.518251265,-94.844123135,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015-10-06T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://infopost.bwpmlp.com/,"GULF SOUTH PIPELINE COMPANY, LP",11,"GULF SOUTH PIPELINE COMPANY, LP",WITHIN 40 FEET,2,1600,1514231,2077,164158,806,2917,1,2012-06-25T00:00:00.000Z,123026,1100400
-104.350958576999972,39.882367913000039,26,GCOMP1020,TOTEM,E 104TH AVE & YULLE RD,NE NW SEC 17 T2S R62W,BENNET,CO,80102,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ADAMS,08001,USA,39.882367913,-104.350958577,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE, IMAGERY",2015-09-29T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,2,9470,53221942,245289,639026,92410,2814,2,2012-08-13T00:00:00.000Z,0,0
-96.687245,34.831863,27,GCOMP1021,ADA,E 151ST ST,NOT AVAILABLE,ADA,OK,74820,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PONTOTOC,40123,USA,34.831863,-96.687245,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-20T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://pipelines.centerpointenergy.com/,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",31,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",WITHIN 40 FEET,7,29750,46254035,651858,245386,237083,5445,5,,0,0
-114.886986771999943,42.709557542000027,28,GCOMP1022,BUHL,E 4900 N,NOT AVAILABLE,BUHL,ID,83316,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,TWIN FALLS,16083,USA,42.709557542,-114.886986772,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-09-15T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,2,10200,17339255,1001953,120418,342348,8382,2,2012-03-24T00:00:00.000Z,0,0
-111.509205,32.924043,29,GCOMP1023,PICACHO STATION - ARIZONA,E RANDOLPH RD/5TH AVE,NOT AVAILABLE,RANDOLPH,AZ,85128,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PINAL,04021,USA,32.924043,-111.509205,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, FERC DOCKET CP07-448-000, ARIZONA CORPORATION COMMISSION 2008 WINTER PREPAREDNESS MEETING - CORPORATE BRIEFING",2015-08-24T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,https://pipeportal.kindermorgan.com/,"EL PASO NATURAL GAS COMPANY, L.L.C.",33,"EL PASO NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,3,8290,29483981,426,155094,168,8,1,2012-06-13T00:00:00.000Z,0,0
-99.550596,40.475154,30,GCOMP1024,R28264007 AT BERTRAND,E RD/SOUTH OF 735 RD,NOT AVAILABLE,BERTRAND,NE,68927,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PHELPS,31137,USA,40.475154,-99.550596,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE, IMAGERY",2015-09-10T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.tallgrassenergylp.com/,ROCKIES EXPRESS PIPELINE LLC,575,ROCKIES EXPRESS PIPELINE LLC,WITHIN 40 FEET,5,34168,69490765,0,0,1442550,33277,5,2012-03-05T00:00:00.000Z,0,0
-102.317881,36.896758,31,GCOMP1025,KEYES,E0080 ROAD & N0390 ROAD,NOT AVAILABLE,KEYES,OK,73947,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CIMARRON,40025,USA,36.896758,-102.317881,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-19T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,5,10100,12766464,475755,686795,182362,19247,1,2012-03-29T00:00:00.000Z,0,0
-100.829322,36.862264,32,GCOMP1026,BEAVER,E0100 ROAD,NOT AVAILABLE,BEAVER,OK,73932,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BEAVER,40007,USA,36.862264,-100.829322,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-19T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,4,5075,10873785,198415,375242,79927,14542,4,2012-04-30T00:00:00.000Z,0,0
-99.920021,36.48768,33,GCOMP1027,ELLIS COUNTY 1,E0360 RD,NOT AVAILABLE,SHATTUCK,OK,73858,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ELLIS,40045,USA,36.48768,-99.920021,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-20T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.dcpmidstream.com/,"CIMARRON RIVER PIPELINE, LLC",575,"CIMARRON RIVER PIPELINE, LLC",WITHIN 40 FEET,4,3231,3006451,0,103139,143399,47190,4,2012-04-28T00:00:00.000Z,8817,81979
-99.088911,36.363074,34,GCOMP1028,WOODWARD COUNTY 3,E0450 RD,NOT AVAILABLE,MOORELAND,OK,73852,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WOODWARD,40153,USA,36.363074,-99.088911,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-19T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.dcpmidstream.com/,"CIMARRON RIVER PIPELINE, LLC",575,"CIMARRON RIVER PIPELINE, LLC",WITHIN 40 FEET,1,526,470093,0,573,0,0,0,,728,-999
-99.056955,35.985062,35,GCOMP1029,STATION 158 - TALOGA,E0710 RD/EAST OF N2210 RD (LOCATED 5 MILES WEST OF TALOGA THEN 4 MILES SOUTH OF LENORA) CR-E0675,"SECTION 6, TOWNSHIP 17N, RANGE 17W",TALOGA,OK,73667,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,DEWEY,40043,USA,35.985062,-99.056955,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, OKLAHOMA DEPARTMENT OF ENVIRONMENTAL QUALITY",2015-10-02T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://www.kindermorgan.com/,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,26,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,WITHIN 40 FEET,1,2745,1293843,0,0,0,0,0,,0,0
-80.11707407199998,39.813769200000017,36,GCOMP103,MT. MORRIS,1182-US-19,NOT AVAILABLE,MOUNT MORRIS,PA,15349,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREENE,42059,USA,39.8137692,-80.117074072,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015-10-08T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://equitrans.eqtmidstreampartners.com/,"EQUITRANS, L.P.",24,"EQUITRANS, L.P.",WITHIN 40 FEET,2,220,506735,11343,12914,4053,7751,2,2012-01-05T00:00:00.000Z,16892,-999
-96.297700442999954,34.709888150000033,37,GCOMP1030,CHILES DOME,E1590 RD,NOT AVAILABLE,CENTRAHOMA,OK,74534,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,COAL,40029,USA,34.70988815,-96.297700443,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015-10-20T00:00:00.000Z,IMAGERY/OTHER,2016-03-14T00:00:00.000Z,http://pipelines.centerpointenergy.com/,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",31,"CENTERPOINT ENERGY GAS TRANSMISSION COMPANY, LLC",WITHIN 40 FEET,3,6750,22383670,243961,351487,98258,6102,0,,0,0
